Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0010-2.tif (RGB),P21-42-V1,red channel puncta,2819,23.10500177,74.23128769,113.4540617,88.85657064,green channel puncta,5600,9.889464286,114.7392857,174.815,143.4429399,blue channel puncta,-,-,-,-,-,colocalized puncta,1092,48.88782051,93.76144689,156.8594322,119.8760977
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0010-3.tif (RGB),P21-42-V1,red channel puncta,3359,27.42274486,71.08454897,110.9678476,85.52611223,green channel puncta,4844,9.069777044,122.395128,179.2332783,150.3906006,blue channel puncta,-,-,-,-,-,colocalized puncta,1157,75.63872083,96.0721694,159.0345722,121.3831752
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0010-4.tif (RGB),P21-42-V1,red channel puncta,3083,26.90982809,80.16963996,121.2578657,95.43095235,green channel puncta,4837,9.157122183,117.9445938,175.1804838,145.3994682,blue channel puncta,-,-,-,-,-,colocalized puncta,1156,58.31531142,98.41262976,160.9277682,123.9371052
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0010-5.tif (RGB),P21-42-V1,red channel puncta,3121,29.19961551,87.25728933,131.4319128,104.1448948,green channel puncta,5092,9.540455617,109.2248625,168.0677533,135.8921453,blue channel puncta,-,-,-,-,-,colocalized puncta,1306,54.53292496,97.30321593,162.8189127,123.9354871
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0011-1.tif (RGB),P21-42-V1,red channel puncta,2971,23.83877482,66.02154157,102.2726355,79.11273762,green channel puncta,5326,10.23676305,116.7001502,173.4395419,144.6458158,blue channel puncta,-,-,-,-,-,colocalized puncta,1131,70.69319187,90.7780725,150.2046861,114.8331473
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0011-2.tif (RGB),P21-42-V1,red channel puncta,3156,22.89068441,65.99334601,103.0785805,79.41874876,green channel puncta,4326,9.22283865,125.9563107,179.6030975,153.1965858,blue channel puncta,-,-,-,-,-,colocalized puncta,897,36.50445931,95.41192865,152.1148272,119.1775034
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0011-3.tif (RGB),P21-42-V1,red channel puncta,2843,20.57931762,74.17481534,112.4871614,88.55479198,green channel puncta,4632,9.468480138,121.597582,177.2823834,149.3703016,blue channel puncta,-,-,-,-,-,colocalized puncta,862,27.83468677,97.21229698,156.1658933,122.4160071
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0011-4.tif (RGB),P21-42-V1,red channel puncta,3106,22.13264649,78.13393432,118.1960721,93.22970025,green channel puncta,4948,9.492522231,117.7148343,173.9987874,144.8615212,blue channel puncta,-,-,-,-,-,colocalized puncta,1060,31.80566038,97.30754717,157.2443396,122.5064585
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0011-5.tif (RGB),P21-42-V1,red channel puncta,2383,19.60218212,96.54175409,138.7007973,113.6459223,green channel puncta,3937,8.721615443,126.3357887,178.2954026,152.4790674,blue channel puncta,-,-,-,-,-,colocalized puncta,633,24.92022117,110.8870458,168.4755134,137.0240395
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0012-1.tif (RGB),P21-42-V1,red channel puncta,3637,25.11108056,80.56667583,128.2441573,98.92638776,green channel puncta,5848,10.25256498,138.8491792,181.8963748,163.2856075,blue channel puncta,-,-,-,-,-,colocalized puncta,1654,50.50362757,108.7938331,166.68289,134.7620757
