Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0010-3.tif (RGB),Vamp2 Inhi,red channel puncta,2767,23.05348753,37.86881099,74.56740152,50.3282853,green channel puncta,2837,14.40148044,43.55551639,91.20690871,60.36011215,blue channel puncta,-,-,-,-,-,colocalized puncta,894,36.97091723,40.36856823,93.08892617,56.99575488
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0010-4.tif (RGB),Vamp2 Inhi,red channel puncta,2938,24.74914908,35.78761062,70.73655548,47.51216177,green channel puncta,3201,16.2099344,36.14557951,78.78256795,50.4184807,blue channel puncta,-,-,-,-,-,colocalized puncta,1114,44.37657092,35.67055655,84.75807899,50.33400384
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0010-5.tif (RGB),Vamp2 Inhi,red channel puncta,2832,24.55437853,35.82944915,69.58439266,47.15093284,green channel puncta,3044,16.15932983,33.98554534,73.82128778,47.23830304,blue channel puncta,-,-,-,-,-,colocalized puncta,1006,42.1888668,34.62922465,81.59045726,48.68925773
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0011-1.tif (RGB),Vamp2 Inhi,red channel puncta,3037,28.79815608,52.23411261,99.49753046,68.34079731,green channel puncta,3721,18.25181403,72.6001075,136.1195915,97.57991564,blue channel puncta,-,-,-,-,-,colocalized puncta,1398,72.99320458,61.70171674,129.6949213,84.20136569
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0011-2.tif (RGB),Vamp2 Inhi,red channel puncta,2693,25.64686224,50.13516524,91.0549573,64.2391311,green channel puncta,3386,15.70968695,58.14855286,114.4013585,78.86940039,blue channel puncta,-,-,-,-,-,colocalized puncta,1058,62.2221172,53.64461248,114.7093573,73.23574919
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0011-3.tif (RGB),Vamp2 Inhi,red channel puncta,2802,25.84082798,46.09528908,83.31334761,59.07830808,green channel puncta,3096,14.78552972,51.86789406,101.9628553,69.90981906,blue channel puncta,-,-,-,-,-,colocalized puncta,959,61.51094891,48.49843587,104.5130344,66.18714891
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0011-4.tif (RGB),Vamp2 Inhi,red channel puncta,3093,29.88263822,40.86226964,76.40219851,52.67818624,green channel puncta,3679,16.0293558,43.49605871,88.87632509,59.35581032,blue channel puncta,-,-,-,-,-,colocalized puncta,1356,72.53466077,41.78797935,94.11320059,57.5612736
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0011-5.tif (RGB),Vamp2 Inhi,red channel puncta,2969,25.74840013,42.90670259,76.64904008,54.4109095,green channel puncta,3719,15.74966389,41.39015864,85.9411132,56.84629778,blue channel puncta,-,-,-,-,-,colocalized puncta,1267,46.10970797,41.79163378,92.01775848,57.32202702
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0012-1.tif (RGB),Vamp2 Inhi,red channel puncta,3071,19.57440573,67.19211983,128.738196,90.88629401,green channel puncta,3263,15.62794974,71.22617223,147.2868526,102.0696414,blue channel puncta,-,-,-,-,-,colocalized puncta,1101,29.48864668,68.51544051,149.171208,99.16432904
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0012-2.tif (RGB),Vamp2 Inhi,red channel puncta,3261,20.0383318,57.91904324,116.791475,79.75601059,green channel puncta,3497,15.41235345,52.30740635,122.0726337,77.78244933,blue channel puncta,-,-,-,-,-,colocalized puncta,1182,29.97038917,54.57402707,133.7233503,81.97448796
