Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0012-3.tif (RGB),V2 Vglut1 PSD95,red channel puncta,3195,22.7458529,106.1555556,141.1599374,120.0364143,green channel puncta,3341,10.91619276,107.3029033,152.1385813,128.184458,blue channel puncta,-,-,-,-,-,colocalized puncta,907,34.87927233,106.0622933,157.1764057,127.7653516
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0012-4.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2969,22.10441226,124.4341529,160.2273493,139.7683535,green channel puncta,2782,10.37850467,109.123652,154.9705248,130.4694284,blue channel puncta,-,-,-,-,-,colocalized puncta,740,33.04054054,116.2702703,165.5006757,138.4603203
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0012-5.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2664,21.54279279,134.6197447,171.225976,150.7501903,green channel puncta,3938,12.00126968,111.099289,174.6881666,144.0994341,blue channel puncta,-,-,-,-,-,colocalized puncta,985,33.40609137,121.8279188,179.3781726,149.9866168
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0013-1.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2994,30.57247829,67.64863059,95.53507014,77.60679379,green channel puncta,3591,11.82790309,109.4489,151.0949596,129.9224253,blue channel puncta,-,-,-,-,-,colocalized puncta,1133,98.03089144,87.85172109,136.0247132,106.52535
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0013-2.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2451,22.08159935,92.0126479,123.127703,103.9785785,green channel puncta,3646,11.53565551,97.90811849,144.3263851,118.3847276,blue channel puncta,-,-,-,-,-,colocalized puncta,861,45.89488966,94.29036005,145.5551684,114.701183
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0013-3.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2523,22.01466508,109.2857709,143.9944511,123.0846053,green channel puncta,3101,10.25249919,104.186069,149.3921316,124.5352195,blue channel puncta,-,-,-,-,-,colocalized puncta,765,40.1745098,106.3215686,157.7601307,127.4969733
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0013-4.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2841,23.00351989,120.3780359,155.5181274,135.2614169,green channel puncta,4713,12.93231487,85.16486314,131.6728199,104.0851463,blue channel puncta,-,-,-,-,-,colocalized puncta,1385,39.48122744,102.1916968,154.5129964,123.1722671
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0013-5.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2606,21.31350729,136.61934,169.8795088,151.8530414,green channel puncta,3476,12.13837745,94.48619102,144.4810127,116.2130512,blue channel puncta,-,-,-,-,-,colocalized puncta,980,31.64030612,115.027551,165.3153061,137.5538902
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0014-1.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2438,36.68826907,72.82731747,104.9044299,84.6035302,green channel puncta,4111,12.47701289,103.5631233,150.8114814,126.049481,blue channel puncta,-,-,-,-,-,colocalized puncta,1338,262.4215247,87.56539611,140.6950673,108.8467567
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0014-2.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2484,29.70289855,82.97302738,116.2190016,95.54684499,green channel puncta,3863,11.56639917,96.20088014,146.5045302,118.4837218,blue channel puncta,-,-,-,-,-,colocalized puncta,1168,138.9657534,88.88955479,144.5898973,110.8592488
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0014-3.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2497,22.91269523,98.21746095,132.0352423,111.4988115,green channel puncta,3697,11.39302137,94.99188531,145.2896943,116.6845475,blue channel puncta,-,-,-,-,-,colocalized puncta,1038,49.67774566,95.99855491,149.5814066,117.6251432
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0014-4.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2714,23.03095063,106.2299189,141.2159175,120.2935078,green channel puncta,3978,12.00326797,88.48089492,138.4381599,109.3542891,blue channel puncta,-,-,-,-,-,colocalized puncta,1201,49.87177352,96.755204,151.7189842,118.7226715
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0014-5.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2665,21.07129456,118.430394,153.6150094,133.3003935,green channel puncta,4197,13.59756969,82.03645461,132.8255897,102.5273777,blue channel puncta,-,-,-,-,-,colocalized puncta,1186,37.13575042,99.62099494,153.7963744,121.3452673
